ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORI
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;55
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;1
2023;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;11
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;5
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;3
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;2
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;22
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;39
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;38
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;7
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;4
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;F;2
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;7
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;3
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;5
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;9
2023;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;10;Services;M;1
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;3
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;6
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;F;3
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;3
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;10
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;11
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;M;1
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;19
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;16
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;8
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;29
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;30
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;8
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;4
2023;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;7
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;14
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;34
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;30
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;12
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;79
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;M;4
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;20
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;26
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;21
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;82
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;28
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;30
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;27
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;7
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;10;Services;M;1
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;38
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;15
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;99
2023;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;F;7
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;2
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;10
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;7
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;F;1
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;11
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;6
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;10
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;4
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;26
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;18
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;25
2023;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;4
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;5
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;4
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;F;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;2
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;2
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;3
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;10;Services;M;2
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;10
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;1;Education;F;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;11
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;M;1
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;2
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;13
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;F;7
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;3
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;2
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;24
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;8
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;7
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;5
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;28
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;M;8
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;1
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;9
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;1;Education;M;2
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;4
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;6
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;1;Education;F;3
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;1
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;3
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;4
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;F;2
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;7
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;3
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;18
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;1
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;7
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;4
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;2
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;4
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;16
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;1
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;3
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;2
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;1
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;F;1
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;1
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;2
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;3
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;1
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;2
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;4
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;1
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2023;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;3
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;1;Education;F;4
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;46
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;12
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;6
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;M;12
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;9
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;7
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;21
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;12
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;3
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;4
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;4
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;23
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;F;23
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;42
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;43
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;37
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;F;6
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;6
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;17
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;33
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;12
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;12
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;13
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;5
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;M;10
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;24
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;15
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;26
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;9
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2023;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;18
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;23
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;3
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;4
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;8
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;19
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;5
2023;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;1
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;3
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;11
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;M;4
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;4
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;7
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;4
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;30
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;3
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;10
2023;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;6
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;38
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;14
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;4
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;6
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;3
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;F;21
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;1;Education;M;3
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;15
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;M;13
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;10;Services;F;1
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;1
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;5
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;23
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;1;Education;F;6
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;11
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;3
2023;05202;Siena - Università per stranieri;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;2
2023;05202;Siena - Università per stranieri;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;12
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;18
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;8
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;5
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;5
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;1;Education;M;1
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;8
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;3
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;20
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;18
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;9;Health and welfare;F;14
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;13
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;4
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;9
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;6
2023;05401;Perugia - Università degli studi;Umbria;CENTRO;Dottorato di ricerca;9;Health and welfare;M;12
2023;05403;Perugia - Università per stranieri;Umbria;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;1
2023;05403;Perugia - Università per stranieri;Umbria;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;4
2023;05403;Perugia - Università per stranieri;Umbria;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;1
2023;05403;Perugia - Università per stranieri;Umbria;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2023;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;3
2023;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;11
2023;05601;Viterbo - Università della Tuscia;Lazio;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;2
