ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORI
2018;02301;Verona - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;3
2018;02301;Verona - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;10
2018;02301;Verona - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;1;Education;F;1
2018;02301;Verona - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;99;Field unknown/corso vecchio ordinamento;F;1
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;5
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;7
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;9
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;1;Education;M;3
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;27
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;1;Education;F;1
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;99;Field unknown/corso vecchio ordinamento;M;1
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;7
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;12
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;14
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;7
2018;02701;Venezia - Università Ca' Foscari Venezia;Veneto;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;4
2018;02702;Venezia - Università IUAV;Veneto;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;4
2018;02702;Venezia - Università IUAV;Veneto;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;3
2018;02702;Venezia - Università IUAV;Veneto;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;14
2018;02702;Venezia - Università IUAV;Veneto;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2018;02702;Venezia - Università IUAV;Veneto;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;22
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;4
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;10
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;18
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;54
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;1;Education;F;5
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;20
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;28
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;1;Education;M;2
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;71
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;41
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;28
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;28
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;76
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;20
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;99;Field unknown/corso vecchio ordinamento;F;3
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;11
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;22
2018;02801;Padova - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;12
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;2
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;12
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;3
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;6
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;5
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;4
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;5
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;6
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;4
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;1
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;7
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;6
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;10;Services;M;1
2018;03001;Udine - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;12
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;7
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;33
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;4
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;3
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;6
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;15
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;3
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;3
2018;03201;Trieste - Università degli studi;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;37
2018;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;6
2018;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;69
2018;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2018;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;22
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;2
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;16
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;26
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;12
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;6
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;19
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;27
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;7
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;2
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;6
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;2
2018;03401;Parma - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;5
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;6
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;11
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;F;2
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;4
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;6
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;1
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;3
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;21
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;9
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;11
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;2
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;10
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;3
2018;03601;Modena e Reggio Emilia - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;19
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;3
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;10;Services;M;1
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;23
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;15
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;64
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;F;7
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;10;Services;F;1
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;15
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;16
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;50
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;33
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;1;Education;M;2
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;53
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;24
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;18
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;23
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;17
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;20
2018;03701;Bologna - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;32
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;2
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;23
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;19
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;5
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;F;6
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;6
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;9
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;9;Health and welfare;M;4
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;9
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;10
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;23
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;1
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;1
2018;03801;Ferrara - Università degli studi;Emilia Romagna;NORD-EST;Dottorato di ricerca;10;Services;F;1
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;3
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;4
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;5
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;5
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;3
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;2
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;10
2018;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Dottorato di ricerca;10;Services;M;2
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;5
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;M;3
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;5
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;5
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;F;11
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;1
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;4
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;37
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;12
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;22
2018;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;5
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;1;Education;M;1
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;F;1
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;1;Education;F;2
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;1
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;9
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;5
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;1
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;4
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;9
2018;04301;Macerata - Università degli studi;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;1
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;9;Health and welfare;M;1
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;1
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;19
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;3
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;2
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;1
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;1
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;5
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;17
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;2
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2018;04302;Camerino - Università degli studi;Marche;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;2
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;2
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;6
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;2
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;2
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;3
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;3
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;6
2018;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;3
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;20
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;5
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;1;Education;F;7
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;F;24
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;6
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;99;Field unknown/corso vecchio ordinamento;M;2
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;15
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;7
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;1;Education;M;3
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;2
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;10
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;47
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;45
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;M;10
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;20
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;4
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;40
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;99;Field unknown/corso vecchio ordinamento;F;2
2018;04801;Firenze - Università degli studi;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;11
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;36
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;M;7
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;F;15
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;21
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;5
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;4;Business, administration and law;M;6
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;14
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;20
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;F;17
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;6
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;16
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;26
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;9;Health and welfare;M;12
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;3
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;3
2018;05001;Pisa - Università;Toscana;CENTRO;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;7
2018;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;F;12
2018;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;2;Arts and humanities;M;9
2018;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2018;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;22
