ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORANDI
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;4
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;5
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;120
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;180
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;56
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;44
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;09;Health and welfare;F;122
2013/2014;06301;"Napoli - Universit  degli studi ""Federico II""";Campania;SUD;Dottorato di ricerca;09;Health and welfare;M;47
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;04;Business, administration and law;F;14
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;04;Business, administration and law;M;8
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;26
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;12
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;10
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;27
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;99;Field unknown;F;7
2013/2014;06201;Benevento - Universit  degli studi del Sannio;Campania;SUD;Dottorato di ricerca;99;Field unknown;M;4
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;01;Education;F;4
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;01;Education;M;2
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;20
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;9
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;26
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;21
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;20
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;19
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;12
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;14
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;14
2013/2014;06001;Cassino - Universit  degli Studi di Cassino e del Lazio Meridionale;Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;23
2013/2014;05816;"Roma - Universit  telematica ""San Raffaele"" - gi  ""UNITEL""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;F;4
2013/2014;05816;"Roma - Universit  telematica ""San Raffaele"" - gi  ""UNITEL""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;M;3
2013/2014;05812;Roma - Universit  Europea;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;5
2013/2014;05812;Roma - Universit  Europea;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;4
2013/2014;05812;Roma - Universit  Europea;Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;5
2013/2014;05812;Roma - Universit  Europea;Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2013/2014;05812;Roma - Universit  Europea;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;6
2013/2014;05812;Roma - Universit  Europea;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;7
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;3
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;26
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;45
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;1
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;4
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;2
2013/2014;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;12
2013/2014;05809;Roma - Universit  degli Studi Internazionali   UNINT;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;1
2013/2014;05809;Roma - Universit  degli Studi Internazionali   UNINT;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;4
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;7
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;3
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;8
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;5
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;F;20
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;M;22
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;F;4
2013/2014;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;M;7
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;01;Education;F;19
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;01;Education;M;6
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;94
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;50
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;47
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;23
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;114
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;92
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;90
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;112
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;8
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;32
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;47
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;87
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;F;9
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;M;1
2013/2014;05807;Roma - III Universit  degli studi;Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;F;6
2013/2014;05806;"Roma - Universit  degli studi del ""Foro Italico""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;F;18
2013/2014;05806;"Roma - Universit  degli studi del ""Foro Italico""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;M;24
2013/2014;05805;Roma - LUISS Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;19
2013/2014;05805;Roma - LUISS Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;11
2013/2014;05805;Roma - LUISS Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;70
2013/2014;05805;Roma - LUISS Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;77
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;01;Education;F;5
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;4
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;4
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;10
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;9
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;6
2013/2014;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;F;4
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;01;Education;F;5
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;01;Education;M;1
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;64
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;64
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;197
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;159
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;150
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;147
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;12
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;66
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;63
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;153
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;F;198
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;M;133
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;F;58
2013/2014;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;M;40
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;01;Education;F;6
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;01;Education;M;2
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;334
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;227
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;195
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;122
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;147
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;200
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;305
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;255
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;44
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;99
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;276
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;306
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;14
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;13
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;F;419
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;09;Health and welfare;M;232
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;F;33
2013/2014;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;Dottorato di ricerca;99;Field unknown;M;28
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;21
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;14
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;10
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;18
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;61
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;23
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;75
2013/2014;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;71
2013/2014;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;16
2013/2014;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;4
2013/2014;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;4
2013/2014;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;1
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;11
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;12
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;4
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;15
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;15
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;108
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;76
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;1
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;8
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;25
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;33
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;29
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;24
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;09;Health and welfare;F;24
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;09;Health and welfare;M;13
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;99;Field unknown;F;24
2013/2014;05401;Perugia - Universit  degli studi;Umbria;CENTRO;Dottorato di ricerca;99;Field unknown;M;10
2013/2014;05202;Siena - Universit  per stranieri;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;15
2013/2014;05202;Siena - Universit  per stranieri;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;5
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;11
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;12
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;24
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;34
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;73
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;73
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;10
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;32
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;09;Health and welfare;F;86
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;09;Health and welfare;M;42
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;99;Field unknown;F;3
2013/2014;05201;Siena - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;99;Field unknown;M;6
2013/2014;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;02;Arts and humanities;F;47
2013/2014;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;02;Arts and humanities;M;42
2013/2014;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;19
2013/2014;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;69
2013/2014;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;99;Field unknown;F;6
2013/2014;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;Dottorato di ricerca;99;Field unknown;M;12
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;67
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;71
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;2
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;4
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;46
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;47
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;87
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;76
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;24
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;90
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;28
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;67
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;25
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;14
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;09;Health and welfare;F;50
2013/2014;05001;Pisa - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;09;Health and welfare;M;35
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;01;Education;F;20
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;01;Education;M;7
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;F;96
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;02;Arts and Humanities;M;45
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;F;11
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;03;Social sciences, journalism and information;M;24
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;29
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;31
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;122
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;M;141
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);F;9
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;06;Information and Communication Technologies (ICTs);M;41
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;F;78
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;07;Engineering, manufacturing and construction;M;122
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;F;36
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;08;Agriculture, forestry, fisheries and veterinary;M;34
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;09;Health and welfare;F;105
2013/2014;04801;Firenze - Universit  degli studi;Toscana;CENTRO;Dottorato di ricerca;09;Health and welfare;M;63
2013/2014;04302;Camerino - Universit  degli studi;Marche;CENTRO;Dottorato di ricerca;04;Business, administration and law;F;12
2013/2014;04302;Camerino - Universit  degli studi;Marche;CENTRO;Dottorato di ricerca;04;Business, administration and law;M;8
2013/2014;04302;Camerino - Universit  degli studi;Marche;CENTRO;Dottorato di ricerca;05;Natural sciences, mathematics and statistics;F;85
